date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:34:14	85214/85214	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/avatar.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/avatar.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:14	189310/189310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-1.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-1.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:14	19175/19175	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/login.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/login.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:14	21007/21007	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/register.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/register.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:15	16391/16391	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/lock.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/lock.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:15	35459/35459	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/user.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/user.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:15	50494/50494	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/buttons.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/buttons.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:16	40353/40353	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/grid.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/grid.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:16	47732/47732	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/panels.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/panels.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:16	33286/33286	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/sweet-alert.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/sweet-alert.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:17	43284/43284	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/notifications.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/notifications.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:17	30670/30670	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/icons.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/icons.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:18	35022/35022	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/typography.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/components/typography.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:18	40329/40329	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/regular.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/regular.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:18	41158/41158	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/extended.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/extended.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:18	44621/44621	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/validation.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/validation.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:18	40294/40294	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/wizard.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/wizard.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:19	39592/39592	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/regular.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/regular.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:19	51364/51364	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:19	67830/67830	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/datatables.net.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/datatables.net.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:20	31160/31160	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/maps/google.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/maps/google.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:20	28910/28910	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/maps/fullscreen.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/maps/fullscreen.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:20	30310/30310	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/maps/vector.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/maps/vector.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:21	43610/43610	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/widgets.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/widgets.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:21	33753/33753	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/charts.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/charts.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:21	30268/30268	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/calendar.html	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/calendar.html	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:22	3310/3310	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/US.png	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/US.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:22	3109/3109	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/DE.png	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/DE.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:22	3488/3488	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/AU.png	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/AU.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:23	3543/3543	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/GB.png	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/GB.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:23	3298/3298	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/RO.png	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/RO.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:24	3594/3594	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/BR.png	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/flags/BR.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:24	251125/251125	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/card-2.jpeg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/card-2.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:24	123917/123917	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/card-3.jpeg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/card-3.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:25	233583/233583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/card-1.jpeg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/card-1.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:25	393121/393121	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-2.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-2.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:26	377600/377600	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-3.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-3.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:26	386464/386464	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-4.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/sidebar-4.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:26	86927/86927	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:27	36816/36816	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/bootstrap.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:27	8137/8137	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/material.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/material.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:28	25332/25332	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/perfect-scrollbar.jquery.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/perfect-scrollbar.jquery.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:28	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48e9-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	C:/My%20Web%20Sites/AdminLTE/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:29	5091/5091	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/arrive.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/arrive.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:29	21090/21090	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.validate.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.validate.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:30	58687/58687	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/moment.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/moment.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:30	40174/40174	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/chartist.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/chartist.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
